transaction_id,customer_id,merchant_id,device_id,ip_id,payment_instrument_id,amount,timestamp,location,payment_method,account_age_days,customer_avg_amount,fraud_label,fraud_pattern,merchant_category
txn_b2178b8a7e,cust_011b3a1aca,merch_25dcc81629,dev_65abd1098c,ip_7b908ebd92,pmt_f1c2935f8e,347.49,2026-01-01 04:55:02,Lucknow,upi,78,501.44,0,none,electronics
txn_ab432caf62,cust_29bd819d32,merch_0e78f7bcdf,dev_7985121298,ip_21cd606c10,pmt_d51e182b55,1389.3,2026-01-01 05:06:15,Jaipur,card,3094,1026.86,0,none,fashion
txn_dfe905529e,cust_973f3fb97f,merch_4cfa6dbbd7,dev_30809f2f50,ip_56036b7ec8,pmt_3ad42c6a79,254.11,2026-01-01 05:21:13,Jaipur,netbanking,37,339.94,0,none,travel
txn_e93cf09871,cust_ecd52d7ec4,merch_acb8176511,dev_ce1e5d40ee,ip_0457591df7,pmt_2927b022d0,691.12,2026-01-01 05:23:56,Pune,netbanking,106,449.2,0,none,travel
txn_1dcb73f661,cust_b3a2399852,merch_7019fa8b8c,dev_8c2759cfcc,ip_385c79cec0,pmt_318b4901bc,385.09,2026-01-01 05:31:26,Jaipur,netbanking,193,874.21,0,none,pharmacy
txn_2d3287f792,cust_aa1a549c53,merch_c2fb29e3be,dev_010bc1fdd0,ip_7c822e64fb,pmt_d7f4e40764,834.0,2026-01-01 05:33:54,Kochi,wallet,1234,689.63,0,none,jewelry
txn_8caa9119b7,cust_e9309274a7,merch_5fef0ffeb1,dev_bb1a837cde,ip_91403142c9,pmt_ce999f6de0,9820.58,2026-01-01 05:45:58,Jaipur,wallet,285,2396.27,0,none,utilities
txn_f65f29e82f,cust_a5fd3129a0,merch_3b8ab97346,dev_c14063a411,ip_959b94b51f,pmt_7196ce7d7a,1628.39,2026-01-01 06:28:33,Pune,wallet,1159,2816.53,0,none,entertainment
txn_f21816d5b9,cust_912bfbaa49,merch_dec5f39188,dev_24a47dd6c5,ip_3508520aec,pmt_ed5d26b7b6,1559.42,2026-01-01 06:29:51,Bengaluru,card,194,790.69,0,none,utilities
txn_4f05923441,cust_e79244739c,merch_4fce905382,dev_614b72e6a6,ip_e78123c3e0,pmt_9a3c2864c1,1520.46,2026-01-01 06:32:34,Delhi,upi,405,1595.22,0,none,utilities
txn_41a8a32bc8,cust_898454d72d,merch_eb9d5ebaf4,dev_26b8ebbda7,ip_1d4116407e,pmt_e88c4dabd1,376.77,2026-01-01 06:39:43,Pune,netbanking,1660,903.57,0,none,electronics
txn_e8755bb056,cust_aaff31c35a,merch_affbcbf6fb,dev_026d5f0434,ip_8f78908a07,pmt_893a834365,180.3,2026-01-01 07:12:32,Kochi,wallet,962,321.18,0,none,travel
txn_f81e4dd19d,cust_d38ffd8670,merch_dc3f7ac002,dev_3ecde4d1c7,ip_db8e810fde,pmt_da9f385e42,123.77,2026-01-01 07:42:10,Ahmedabad,wallet,371,128.89,0,none,entertainment
txn_9a8c94429a,cust_9889ae171e,merch_0018ded378,dev_971710f325,ip_4af69145ca,pmt_5f7d9f2ae5,823.98,2026-01-01 07:55:21,Chandigarh,card,428,742.53,0,none,pharmacy
txn_3576829789,cust_ac57376f63,merch_98e81e8358,dev_c5298176c3,ip_dad1a921fe,pmt_be33aa49ec,561.83,2026-01-01 08:06:22,Hyderabad,netbanking,123,518.94,0,none,jewelry
txn_6df207bce2,cust_573fcd61e6,merch_e913595253,dev_ed43e0a5c7,ip_70d02adf87,pmt_745d28ab34,858.34,2026-01-01 08:09:38,Kochi,card,127,430.8,0,none,pharmacy
txn_5a7e7e23fa,cust_01163525a3,merch_4096571ef3,dev_b53d94c836,ip_93d91fb21a,pmt_e5abe3833b,452.48,2026-01-01 08:15:41,Pune,upi,390,409.12,0,none,entertainment
txn_291582ee40,cust_cf90f7fec6,merch_400d8b41e8,dev_624d579b92,ip_858f84406c,pmt_2febea4da4,2802.83,2026-01-01 08:21:49,Bengaluru,wallet,1449,1780.47,0,none,jewelry
txn_20d98b43ce,cust_b872acbeaa,merch_f82df4effe,dev_dd7a6680f1,ip_b2a9b90e53,pmt_a12c405db7,218.86,2026-01-01 08:30:58,Chandigarh,card,431,306.71,0,none,entertainment
txn_32fd0d728c,cust_ce93549607,merch_dc3f7ac002,dev_eb2728a938,ip_a8c1265c5b,pmt_203b650ce1,484.64,2026-01-01 08:31:21,Ahmedabad,wallet,57,460.1,0,none,entertainment
txn_5ac2913d88,cust_a88be85a0e,merch_b588adf2cf,dev_f45a196e67,ip_1424fc9e4d,pmt_e51bdad7f2,901.26,2026-01-01 08:35:42,Mumbai,netbanking,1237,1024.64,0,none,fashion
txn_6d4d6ca3f5,cust_73b5ca2577,merch_f810bf5b6d,dev_6fdd0bede4,ip_52e3dccd36,pmt_331e5f5605,438.59,2026-01-01 08:36:21,Chennai,upi,573,523.41,0,none,food_delivery
txn_04d0e56641,cust_1fccc1ef96,merch_48ebb81d43,dev_48cd8f4e6d,ip_a13024931c,pmt_3016ccc35b,693.44,2026-01-01 08:48:31,Delhi,netbanking,88,560.75,0,none,pharmacy
txn_a1c1a74876,cust_7e5e47d993,merch_f944312123,dev_c1504e2e72,ip_9acde62b6d,pmt_992c767590,1124.1,2026-01-01 08:52:02,Lucknow,upi,416,906.62,0,none,fuel
txn_131cba92bc,cust_7bd8c2cc5a,merch_acb8176511,dev_06a1b83f9a,ip_c9369d0ef1,pmt_de8c5b2309,3707.95,2026-01-01 09:01:18,Mumbai,wallet,847,4615.64,0,none,travel
txn_285528eebd,cust_1ef61de977,merch_7019fa8b8c,dev_673ff4ac7e,ip_26823ddc9e,pmt_bf78ae8270,2713.31,2026-01-01 09:30:42,Lucknow,netbanking,25,1402.74,0,none,pharmacy
txn_bf48ccd137,cust_0552931a90,merch_acb8176511,dev_8208c2096c,ip_48e3c0355d,pmt_2ecd9447c5,168.2,2026-01-01 09:41:26,Pune,netbanking,153,382.67,0,none,travel
txn_3d0c887597,cust_a4a52a9901,merch_74fde6fdcd,dev_3cbb88f0d5,ip_ceaaabbc35,pmt_1b7da13a71,290.92,2026-01-01 09:57:10,Bengaluru,netbanking,196,349.12,0,none,pharmacy
txn_1d931b3789,cust_2c5219d01c,merch_affbcbf6fb,dev_16e0cf953b,ip_0f0bae5485,pmt_bdb5aecc00,183.16,2026-01-01 10:01:39,Kolkata,wallet,143,129.86,0,none,travel
txn_6ee7b2392f,cust_08bb048281,merch_84cc6f6607,dev_f76e6aba44,ip_d73d2a8061,pmt_3c8743257e,1028.42,2026-01-01 10:04:41,Delhi,netbanking,657,569.32,0,none,fuel
txn_319a2e74d3,cust_3485b2b426,merch_d5b415c871,dev_5d6d7ead85,ip_040713d60a,pmt_357aa767bc,1073.58,2026-01-01 10:23:01,Chennai,upi,671,645.56,0,none,pharmacy
txn_311e36ffd9,cust_f2f046a57c,merch_4fce905382,dev_84b97da734,ip_d8f28c8923,pmt_d2de1cd560,1108.01,2026-01-01 10:26:17,Kochi,card,164,697.35,0,none,utilities
txn_5f06c37060,cust_d723a18622,merch_f944312123,dev_2d686a8f18,ip_991e328e6b,pmt_afb0764500,1301.44,2026-01-01 10:26:49,Mumbai,wallet,867,1201.19,0,none,fuel
txn_cf408fb2f5,cust_9ee55b9409,merch_2a53c49e2e,dev_67b3c51a6d,ip_e6f80a5bde,pmt_c9a4393015,1084.28,2026-01-01 10:57:18,Lucknow,netbanking,560,568.67,0,none,entertainment
txn_33d710ceb4,cust_6bfc7661db,merch_0018ded378,dev_47ab1c532c,ip_541c65a3d7,pmt_c28a3d0f77,1274.89,2026-01-01 11:31:06,Kolkata,upi,32,1525.84,0,none,pharmacy
txn_cc0347c632,cust_803fe026d1,merch_d5b415c871,dev_7ca2df9333,ip_023febcb7c,pmt_5dbc42c0fa,538.38,2026-01-01 11:32:59,Bengaluru,card,351,637.74,0,none,pharmacy
txn_323d4ad5af,cust_5f7f6fd366,merch_879f14a7e3,dev_611e92e6d5,ip_b6b1a3c3cb,pmt_50159df940,787.66,2026-01-01 11:35:13,Ahmedabad,wallet,290,807.13,0,none,grocery
txn_cde8a2af7b,cust_856381c787,merch_023d4ac6fc,dev_f81a57e0fa,ip_ed088e5864,pmt_5c2dc4da00,1408.91,2026-01-01 11:39:52,Kolkata,card,147,1441.08,0,none,pharmacy
txn_542e8d37a5,cust_84494ffde7,merch_3195323114,dev_ff14a5228f,ip_558ae7b04b,pmt_832c13ee97,1289.14,2026-01-01 11:59:32,Kochi,netbanking,85,1064.73,0,none,grocery
txn_8a020aebdb,cust_892c2db987,merch_993b9e2f43,dev_77015c7cbb,ip_d7494d59fc,pmt_dd358e7f05,218.74,2026-01-01 12:05:55,Jaipur,upi,407,164.31,0,none,utilities
txn_bb90352310,cust_0cafee3482,merch_d5b415c871,dev_7a733d5137,ip_06e48b902a,pmt_38ee92eb40,1661.69,2026-01-01 12:07:18,Lucknow,netbanking,419,1450.35,0,none,pharmacy
txn_f68c232c3d,cust_78a35ab77a,merch_dc3f7ac002,dev_73c76628b7,ip_5e7313e434,pmt_93e2f4b75b,818.2,2026-01-01 12:18:00,Bengaluru,netbanking,135,753.08,0,none,entertainment
txn_c5435b26f0,cust_e8f251fee6,merch_630f80b667,dev_96a9ddc7cf,ip_629899c6a9,pmt_8cfa277b6e,656.99,2026-01-01 12:23:35,Chennai,wallet,389,796.92,0,none,electronics
txn_2ae8ff3b42,cust_f86566f80f,merch_20e44d8ca7,dev_82eae98601,ip_5e1713bc1a,pmt_302592bf55,1172.85,2026-01-01 13:17:58,Chandigarh,upi,344,851.42,0,none,utilities
txn_50193aa17a,cust_193241bd4b,merch_29b7c55611,dev_69f67db85c,ip_365b428d3c,pmt_352890e4b9,399.4,2026-01-01 13:37:35,Lucknow,netbanking,1113,290.43,0,none,fuel
txn_6b20713dd5,cust_2f65c6b196,merch_29b7c55611,dev_28304a3403,ip_b535948f41,pmt_3bdde6473b,88.84,2026-01-01 13:41:08,Mumbai,netbanking,2130,236.5,0,none,fuel
txn_82c8022fbf,cust_119e222158,merch_12bc92e5d0,dev_1d0c25bc98,ip_b7505c5fc6,pmt_d49dd537a2,567.24,2026-01-01 13:52:42,Hyderabad,wallet,111,774.4,0,none,fashion
txn_88a1c064ea,cust_a59a4b7335,merch_29816d48b6,dev_e43a5d14bb,ip_a767da7d83,pmt_ba9ac8dea3,267.96,2026-01-01 13:54:08,Lucknow,card,566,246.56,0,none,utilities
txn_28b222fa82,cust_00c980c5ed,merch_84cc6f6607,dev_30d3ed305d,ip_35f6adbf09,pmt_a8eab261dc,2686.68,2026-01-01 13:59:10,Kochi,card,474,1656.56,0,none,fuel
txn_6bcfb74aca,cust_682a5497d5,merch_b074f09044,dev_aefc1e7a10,ip_73f7e522eb,pmt_6e262ab398,566.88,2026-01-01 14:08:47,Pune,wallet,2490,727.81,0,none,fashion
txn_bdabc1f2fa,cust_318591b759,merch_3b8ab97346,dev_d1be0a6577,ip_bd0cbaa9e5,pmt_9fc51013dc,272.58,2026-01-01 14:42:41,Jaipur,wallet,1019,263.59,0,none,entertainment
txn_21a14a8194,cust_dadd161ec4,merch_21e6ea0d08,dev_c5215b5f11,ip_52d1d236e9,pmt_7da646c08c,1387.3,2026-01-01 15:26:38,Hyderabad,upi,147,770.63,0,none,electronics
txn_7eeacbbebe,cust_17ef7a9f99,merch_73b110adea,dev_346d3cb8f4,ip_1fd545299d,pmt_0020ba79df,199.59,2026-01-01 15:34:47,Jaipur,upi,605,338.81,0,none,grocery
txn_1b7d3fb461,cust_8401a249e0,merch_dec5f39188,dev_974aaafbb1,ip_43ed2c1dcd,pmt_09c81414f8,4064.72,2026-01-01 15:36:36,Bengaluru,netbanking,49,2623.7,0,none,utilities
txn_3e257ac573,cust_4351668bd2,merch_1a4e87dbaf,dev_c52e24a7a2,ip_1fa3dde570,pmt_a2557d91c3,210.14,2026-01-01 15:40:34,Mumbai,card,850,214.46,0,none,jewelry
txn_4829d4e75c,cust_f1985c9b45,merch_b074f09044,dev_d1cec1bea7,ip_ee8060ab7d,pmt_691a85c0b9,188.02,2026-01-01 15:55:04,Mumbai,upi,35,329.75,0,none,fashion
txn_4caf7b77b2,cust_3687dd1b8c,merch_50552bde41,dev_6d62943ab8,ip_1cfe125fb9,pmt_32fa49ab4d,1633.56,2026-01-01 15:57:47,Ahmedabad,netbanking,347,969.4,0,none,food_delivery
txn_db0ca2ccf7,cust_e7a1393d50,merch_c22268fdce,dev_a27621214a,ip_eb87f9d0a9,pmt_cf9bd04e8b,772.98,2026-01-01 15:58:17,Lucknow,netbanking,632,636.11,0,none,utilities
txn_e207e0ae9e,cust_7567e0600e,merch_9e610a3b92,dev_316e2d61ca,ip_bbbe7b8ed8,pmt_ff8cde0816,1067.18,2026-01-01 15:58:29,Kolkata,wallet,1061,1504.78,0,none,fuel
txn_37f5067f51,cust_9a71d29933,merch_5843fe5054,dev_723c6ca9ff,ip_7ab6954130,pmt_eeafc99701,634.36,2026-01-01 15:59:34,Lucknow,netbanking,460,563.6,0,none,grocery
txn_97680cbcd6,cust_a03f0b8425,merch_b548ea499c,dev_06557e263a,ip_4f7d69f428,pmt_101654cc42,981.58,2026-01-01 16:02:37,Chandigarh,wallet,372,1346.49,0,none,jewelry
txn_231d5bc778,cust_0906b91f33,merch_400d8b41e8,dev_57c1553f63,ip_3d941bc65c,pmt_d3665841c7,509.54,2026-01-01 16:23:09,Jaipur,netbanking,705,934.15,0,none,jewelry
txn_a1c7f94a2b,cust_ccd9d3b853,merch_08cb85e737,dev_cd5e0804e5,ip_fa39a7f6ae,pmt_3ac327d7bf,203.34,2026-01-01 16:24:08,Jaipur,card,1305,180.68,0,none,electronics
txn_bf4327fe3d,cust_433c7ee4b3,merch_21e6ea0d08,dev_2f3889c63c,ip_998ee242fb,pmt_80a8aaaa9e,308.21,2026-01-01 16:42:46,Lucknow,wallet,49,335.91,0,none,electronics
txn_2770ce9f63,cust_0906b91f33,merch_3195323114,dev_8f9acc5351,ip_3d941bc65c,pmt_d3665841c7,714.41,2026-01-01 16:44:28,Jaipur,netbanking,705,934.15,0,none,grocery
txn_1bba7c1959,cust_54bcd07818,merch_9b8a3e2865,dev_9a5873c1b1,ip_786a6d59c2,pmt_1fd200aacb,2841.97,2026-01-01 16:44:57,Mumbai,upi,163,1309.35,0,none,entertainment
txn_579aefdeb3,cust_9d2a2ebc98,merch_3c23fe8cfe,dev_27181abd3b,ip_26c9a12968,pmt_918d3b9020,4461.96,2026-01-01 16:47:06,Jaipur,upi,381,2475.0,0,none,fashion
txn_18457808a2,cust_7b33071986,merch_93c07c678c,dev_f1c5764959,ip_9e8d6809db,pmt_22777f5370,1649.5,2026-01-01 17:01:57,Chennai,card,11,1960.81,0,none,grocery
txn_4b1d7740e8,cust_e0e7372d56,merch_38716f0aba,dev_9b2ae924ce,ip_c7a352b340,pmt_6b1a916cd6,2779.96,2026-01-01 17:09:11,Delhi,netbanking,29,2230.74,0,none,food_delivery
txn_533d1de643,cust_5302cd928f,merch_b87aa58f30,dev_a62a133d2c,ip_e9c0cfd14b,pmt_ca5ed2c839,572.86,2026-01-01 17:23:42,Kolkata,card,285,505.15,0,none,jewelry
txn_b6e96d188b,cust_7d267ca254,merch_3c23fe8cfe,dev_d3246909f0,ip_faa3d19fc0,pmt_30ca302da6,839.12,2026-01-01 17:37:30,Kolkata,upi,294,1666.39,0,none,fashion
txn_ff3677c5fc,cust_0187d25c93,merch_d5b415c871,dev_9f14d022bf,ip_2e490e2f59,pmt_031eb8f9d5,238.46,2026-01-01 17:38:03,Chandigarh,card,359,217.32,0,none,pharmacy
txn_9027cb05a8,cust_caf22e0d93,merch_3c23fe8cfe,dev_e3ab06cb68,ip_1ac5edd242,pmt_89e8013739,866.45,2026-01-01 17:49:05,Chennai,netbanking,71,1354.06,0,none,fashion
txn_93beec5f4d,cust_e110ac8922,merch_dec5f39188,dev_10cb55dc36,ip_900a86bcb3,pmt_1d8dd25b36,2259.11,2026-01-01 17:51:01,Ahmedabad,upi,3808,520.05,1,fraud_ring,utilities
txn_11a739f0d5,cust_ee7aaa7026,merch_c2fb29e3be,dev_cb94f88701,ip_80b89a8751,pmt_632254f4dc,696.39,2026-01-01 18:03:26,Ahmedabad,netbanking,525,428.14,0,none,jewelry
txn_8509a78add,cust_7b68029403,merch_b2b5b5932b,dev_bf5f046346,ip_242e403ecf,pmt_4c634dcd35,429.9,2026-01-01 18:11:58,Kochi,wallet,234,289.1,0,none,travel
txn_1cc45aeeb7,cust_70e80b3146,merch_6836db54d7,dev_f1a3fbb932,ip_de89653501,pmt_97ac4e90fb,2781.73,2026-01-01 18:15:38,Delhi,card,754,2009.08,0,none,fuel
txn_4e91bc5c9c,cust_7a63a19b84,merch_6b13b81417,dev_810ca676c9,ip_a83991f75c,pmt_365190b4ca,1307.89,2026-01-01 18:15:49,Ahmedabad,card,186,1329.7,0,none,jewelry
txn_d3977dd373,cust_bcd55ec916,merch_dd847da09d,dev_1bee7906ec,ip_741112b84b,pmt_ce98113851,872.29,2026-01-01 18:24:29,Lucknow,upi,237,1256.91,0,none,food_delivery
txn_48e5bc060e,cust_5fb6220ea5,merch_0d677f499e,dev_61d0800b66,ip_f39d0130fe,pmt_7e9c48e294,456.98,2026-01-01 18:35:19,Ahmedabad,card,284,360.11,0,none,fashion
txn_480ade0b68,cust_91429b7ba4,merch_4fce905382,dev_7d721819bc,ip_05ffe00f7f,pmt_02479e2c08,1036.33,2026-01-01 19:06:13,Jaipur,wallet,204,1034.7,0,none,utilities
txn_9439be1e76,cust_501061a06b,merch_af480e66c1,dev_00840aedbe,ip_04fcc66c1c,pmt_1231543ee5,1279.87,2026-01-01 19:17:05,Chandigarh,wallet,7,1110.17,0,none,fashion
txn_13512998af,cust_667634a40b,merch_966aed08f2,dev_d5d16410c2,ip_a543bc04f2,pmt_63ccdd8947,757.68,2026-01-01 19:18:50,Bengaluru,netbanking,50,754.08,0,none,grocery
txn_66072b9ba7,cust_65edd6d148,merch_74918e5372,dev_6edc425447,ip_66683685dd,pmt_94bb24313c,492.48,2026-01-01 19:20:11,Chandigarh,wallet,294,410.25,0,none,fashion
txn_2924f3f56a,cust_035e45cbf0,merch_73b110adea,dev_3e088c9ce4,ip_d4e53b3a3d,pmt_c35abf6810,1562.59,2026-01-01 19:24:39,Chandigarh,netbanking,138,1530.61,0,none,grocery
txn_6e49c0fcf6,cust_81f454ec4d,merch_1a4e87dbaf,dev_a09ff4f778,ip_4cb56d9fc8,pmt_5ce793db01,869.61,2026-01-01 19:26:35,Chandigarh,card,507,708.19,0,none,jewelry
txn_e5f9fddcf1,cust_fae47a46d6,merch_dc3f7ac002,dev_29807fefc4,ip_5ca897f003,pmt_5392966a88,840.07,2026-01-01 19:31:15,Pune,card,628,742.99,0,none,entertainment
txn_d54eb1df24,cust_30173e55ee,merch_29816d48b6,dev_8db347b413,ip_dd8f65ed82,pmt_a68fe25a26,673.25,2026-01-01 19:38:35,Bengaluru,upi,7,480.75,0,none,utilities
txn_1cb6a2d762,cust_276a6392c3,merch_09a38eb2da,dev_86667fff70,ip_e226f5e181,pmt_45065ad879,244.27,2026-01-01 19:44:16,Kolkata,card,90,242.35,0,none,travel
txn_3028884b7a,cust_1ad317b8fc,merch_f82df4effe,dev_79e4be43ce,ip_0dfec5d783,pmt_dbf0421259,641.77,2026-01-01 19:49:23,Ahmedabad,upi,462,596.96,0,none,entertainment
txn_f2d6e9d3dd,cust_59dba6135b,merch_f810bf5b6d,dev_0598fe9735,ip_a3aee11346,pmt_a3724c25bd,305.75,2026-01-01 19:50:32,Jaipur,wallet,21,255.3,0,none,food_delivery
txn_0a9e22fc48,cust_db465d8dc0,merch_74fde6fdcd,dev_071fda7be0,ip_883ec9f8d2,pmt_4e15a4af1c,729.39,2026-01-01 20:11:34,Jaipur,upi,275,714.61,0,none,pharmacy
txn_9966ab68ef,cust_e9309274a7,merch_84cc6f6607,dev_bb1a837cde,ip_91403142c9,pmt_ce999f6de0,2201.31,2026-01-01 20:17:46,Jaipur,wallet,285,2396.27,0,none,fuel
txn_f9f4dea19e,cust_fb20392410,merch_76949dba68,dev_70034fcc86,ip_09f2cff294,pmt_c2667a9fee,773.39,2026-01-01 20:30:02,Mumbai,wallet,1655,851.36,0,none,entertainment
