transaction_id,customer_id,merchant_id,device_id,ip_id,payment_instrument_id,amount,timestamp,location,payment_method,account_age_days,customer_avg_amount,fraud_label,fraud_pattern,merchant_category
txn_b6d6d5bb67,cust_ef0f85a103,merch_4fce905382,dev_9feae5e115,ip_189597ce0d,pmt_06bb5548d0,263.17,2025-12-31T19:56:06+00:00,Delhi,netbanking,564,533.06,0,,utilities
txn_d46de3fa56,cust_7567e0600e,merch_13c4d99849,dev_316e2d61ca,ip_775be29331,pmt_ff8cde0816,2250.38,2025-12-31T20:05:00+00:00,Kolkata,wallet,1061,1504.78,0,,fashion
txn_8822e5d21d,cust_56a3b36aa4,merch_153644e3cb,dev_902ad8a084,ip_4c2d753b84,pmt_98207ee36d,137.58,2025-12-31T20:05:15+00:00,Kolkata,upi,220,176.18,0,,travel
txn_59b412eddd,cust_da344d9344,merch_25dcc81629,dev_a5a617763b,ip_3470ca3827,pmt_6fa08bb15e,879.20,2025-12-31T20:18:44+00:00,Hyderabad,upi,112,757.66,0,,electronics
txn_b4c8317185,cust_df205aa7de,merch_6836db54d7,dev_f4dabe07eb,ip_bb3e0cfc41,pmt_fbf8768819,1160.61,2025-12-31T20:50:58+00:00,Pune,netbanking,4,1188.76,0,,fuel
txn_bfeadf5e54,cust_a48927effc,merch_a4649a3467,dev_2a77f0d089,ip_f390b525d5,pmt_908b2fedc1,634.79,2025-12-31T20:58:13+00:00,Kochi,wallet,105,684.61,0,,fuel
txn_04bd135aa7,cust_d885a3a08c,merch_50552bde41,dev_fc95f08d35,ip_776c6bb56f,pmt_e35a65fbd3,957.39,2025-12-31T21:03:25+00:00,Chennai,netbanking,578,474.91,0,,food_delivery
txn_e52b3dd441,cust_3df98002bc,merch_72bd418f58,dev_7758e5d67e,ip_7c86918abe,pmt_81442d1424,2615.95,2025-12-31T21:05:24+00:00,Kochi,upi,174,1149.97,0,,electronics
txn_a75c271571,cust_5ab7b9e9e3,merch_d651e12a02,dev_0203d8822f,ip_6e16137b93,pmt_2b3747687f,6817.81,2025-12-31T21:29:52+00:00,Jaipur,upi,169,1246.97,1,,fashion
txn_6a5ab939e5,cust_0dee048257,merch_c22268fdce,dev_7e49a7c4f1,ip_ba97a98843,pmt_c2f407a8f3,1357.88,2025-12-31T21:32:34+00:00,Hyderabad,upi,287,1156.97,0,,utilities
txn_e2c02ac10d,cust_a57824a173,merch_6f6cfb25aa,dev_e414efbb56,ip_afc5636fbb,pmt_e852b76055,1014.79,2025-12-31T21:40:47+00:00,Kolkata,card,31,968.17,0,,entertainment
txn_28d5a71223,cust_79bc6f1092,merch_29b7c55611,dev_c604ad4547,ip_342cb3c9bc,pmt_83edfdb4c1,8000.00,2025-12-31T21:44:43+00:00,Ahmedabad,upi,0,396.09,1,,fuel
txn_2cb6d6b52c,cust_bb056b82a6,merch_d651e12a02,dev_dc0a5868ae,ip_3ea3ebf3f1,pmt_082ecf92ba,756.18,2025-12-31T21:58:57+00:00,Kochi,netbanking,107,781.04,0,,fashion
txn_f1aa5046d5,cust_ad754c4df8,merch_8d74118aac,dev_694379ea6b,ip_20be08f884,pmt_7e2106cea9,475.60,2025-12-31T22:00:33+00:00,Chandigarh,card,748,546.47,0,,travel
txn_df7db2b0a4,cust_70e80b3146,merch_50552bde41,dev_f1a3fbb932,ip_aa6cb91260,pmt_97ac4e90fb,3320.57,2025-12-31T22:08:12+00:00,Delhi,netbanking,754,2009.08,0,,food_delivery
txn_899ec1a297,cust_9c44cd8eaf,merch_149267c045,dev_6b8d058822,ip_252ed12a1e,pmt_9792c2beff,1784.88,2025-12-31T22:14:26+00:00,Chandigarh,wallet,429,1641.55,0,,travel
txn_219821e531,cust_6a25c889c6,merch_86cc286a56,dev_e18bb4b62a,ip_e914b9318e,pmt_767d2aed1f,188.29,2025-12-31T22:20:38+00:00,Ahmedabad,wallet,209,268.96,0,,fashion
txn_2b74d4f472,cust_7532180f06,merch_48ebb81d43,dev_1563ad7645,ip_08d484f93a,pmt_3491b7a27b,144.33,2025-12-31T22:25:28+00:00,Delhi,netbanking,940,209.93,0,,pharmacy
txn_a55fe2b93b,cust_e2ba4530be,merch_3c23fe8cfe,dev_909c87bd52,ip_22d791b280,pmt_88479d2998,471.88,2025-12-31T22:30:15+00:00,Kolkata,card,1817,462.76,0,,fashion
txn_4a83b0307f,cust_6fc26bc538,merch_3b8ab97346,dev_3cf84269d4,ip_0d2c7c6f82,pmt_771c50d69a,2796.79,2025-12-31T22:52:32+00:00,Delhi,netbanking,202,1806.04,0,,entertainment
txn_6fe3a2de98,cust_9d80bbda38,merch_3195323114,dev_f632c48d96,ip_383965e16a,pmt_a45611440e,1936.63,2025-12-31T22:58:54+00:00,Bengaluru,wallet,694,1711.49,0,,grocery
txn_56ef4ae964,cust_7030edbbe7,merch_966aed08f2,dev_23cf2a663d,ip_033f7ff40d,pmt_0bcc3b4cf5,1136.97,2025-12-31T23:07:18+00:00,Delhi,card,175,1258.73,0,,grocery
txn_29a6b8a6d3,cust_634823b4de,merch_09a38eb2da,dev_fa91a9a3e3,ip_eaaac560c9,pmt_e7d11de0ab,544.02,2025-12-31T23:21:43+00:00,Chandigarh,upi,420,431.05,0,,travel
txn_b2178b8a7e,cust_011b3a1aca,merch_25dcc81629,dev_65abd1098c,ip_7b908ebd92,pmt_f1c2935f8e,347.49,2025-12-31T23:25:02+00:00,Lucknow,upi,78,501.44,0,,electronics
txn_ab432caf62,cust_29bd819d32,merch_0e78f7bcdf,dev_7985121298,ip_21cd606c10,pmt_d51e182b55,1389.30,2025-12-31T23:36:15+00:00,Jaipur,card,3094,1026.86,0,,fashion
txn_dfe905529e,cust_973f3fb97f,merch_4cfa6dbbd7,dev_30809f2f50,ip_56036b7ec8,pmt_3ad42c6a79,254.11,2025-12-31T23:51:13+00:00,Jaipur,netbanking,37,339.94,0,,travel
txn_e93cf09871,cust_ecd52d7ec4,merch_acb8176511,dev_ce1e5d40ee,ip_0457591df7,pmt_2927b022d0,691.12,2025-12-31T23:53:56+00:00,Pune,netbanking,106,449.20,0,,travel
txn_1dcb73f661,cust_b3a2399852,merch_7019fa8b8c,dev_8c2759cfcc,ip_385c79cec0,pmt_318b4901bc,385.09,2026-01-01T00:01:26+00:00,Jaipur,netbanking,193,874.21,0,,pharmacy
txn_2d3287f792,cust_aa1a549c53,merch_c2fb29e3be,dev_010bc1fdd0,ip_7c822e64fb,pmt_d7f4e40764,834.00,2026-01-01T00:03:54+00:00,Kochi,wallet,1234,689.63,0,,jewelry
txn_8caa9119b7,cust_e9309274a7,merch_5fef0ffeb1,dev_bb1a837cde,ip_91403142c9,pmt_ce999f6de0,9820.58,2026-01-01T00:15:58+00:00,Jaipur,wallet,285,2396.27,0,,utilities
txn_f65f29e82f,cust_a5fd3129a0,merch_3b8ab97346,dev_c14063a411,ip_959b94b51f,pmt_7196ce7d7a,1628.39,2026-01-01T00:58:33+00:00,Pune,wallet,1159,2816.53,0,,entertainment
txn_f21816d5b9,cust_912bfbaa49,merch_dec5f39188,dev_24a47dd6c5,ip_3508520aec,pmt_ed5d26b7b6,1559.42,2026-01-01T00:59:51+00:00,Bengaluru,card,194,790.69,0,,utilities
txn_4f05923441,cust_e79244739c,merch_4fce905382,dev_614b72e6a6,ip_e78123c3e0,pmt_9a3c2864c1,1520.46,2026-01-01T01:02:34+00:00,Delhi,upi,405,1595.22,0,,utilities
txn_41a8a32bc8,cust_898454d72d,merch_eb9d5ebaf4,dev_26b8ebbda7,ip_1d4116407e,pmt_e88c4dabd1,376.77,2026-01-01T01:09:43+00:00,Pune,netbanking,1660,903.57,0,,electronics
txn_e8755bb056,cust_aaff31c35a,merch_affbcbf6fb,dev_026d5f0434,ip_8f78908a07,pmt_893a834365,180.30,2026-01-01T01:42:32+00:00,Kochi,wallet,962,321.18,0,,travel
txn_f81e4dd19d,cust_d38ffd8670,merch_dc3f7ac002,dev_3ecde4d1c7,ip_db8e810fde,pmt_da9f385e42,123.77,2026-01-01T02:12:10+00:00,Ahmedabad,wallet,371,128.89,0,,entertainment
txn_9a8c94429a,cust_9889ae171e,merch_0018ded378,dev_971710f325,ip_4af69145ca,pmt_5f7d9f2ae5,823.98,2026-01-01T02:25:21+00:00,Chandigarh,card,428,742.53,0,,pharmacy
txn_3576829789,cust_ac57376f63,merch_98e81e8358,dev_c5298176c3,ip_dad1a921fe,pmt_be33aa49ec,561.83,2026-01-01T02:36:22+00:00,Hyderabad,netbanking,123,518.94,0,,jewelry
txn_6df207bce2,cust_573fcd61e6,merch_e913595253,dev_ed43e0a5c7,ip_70d02adf87,pmt_745d28ab34,858.34,2026-01-01T02:39:38+00:00,Kochi,card,127,430.80,0,,pharmacy
txn_5a7e7e23fa,cust_01163525a3,merch_4096571ef3,dev_b53d94c836,ip_93d91fb21a,pmt_e5abe3833b,452.48,2026-01-01T02:45:41+00:00,Pune,upi,390,409.12,0,,entertainment
txn_291582ee40,cust_cf90f7fec6,merch_400d8b41e8,dev_624d579b92,ip_858f84406c,pmt_2febea4da4,2802.83,2026-01-01T02:51:49+00:00,Bengaluru,wallet,1449,1780.47,0,,jewelry
txn_20d98b43ce,cust_b872acbeaa,merch_f82df4effe,dev_dd7a6680f1,ip_b2a9b90e53,pmt_a12c405db7,218.86,2026-01-01T03:00:58+00:00,Chandigarh,card,431,306.71,0,,entertainment
txn_32fd0d728c,cust_ce93549607,merch_dc3f7ac002,dev_eb2728a938,ip_a8c1265c5b,pmt_203b650ce1,484.64,2026-01-01T03:01:21+00:00,Ahmedabad,wallet,57,460.10,0,,entertainment
txn_5ac2913d88,cust_a88be85a0e,merch_b588adf2cf,dev_f45a196e67,ip_1424fc9e4d,pmt_e51bdad7f2,901.26,2026-01-01T03:05:42+00:00,Mumbai,netbanking,1237,1024.64,0,,fashion
txn_6d4d6ca3f5,cust_73b5ca2577,merch_f810bf5b6d,dev_6fdd0bede4,ip_52e3dccd36,pmt_331e5f5605,438.59,2026-01-01T03:06:21+00:00,Chennai,upi,573,523.41,0,,food_delivery
txn_04d0e56641,cust_1fccc1ef96,merch_48ebb81d43,dev_48cd8f4e6d,ip_a13024931c,pmt_3016ccc35b,693.44,2026-01-01T03:18:31+00:00,Delhi,netbanking,88,560.75,0,,pharmacy
txn_a1c1a74876,cust_7e5e47d993,merch_f944312123,dev_c1504e2e72,ip_9acde62b6d,pmt_992c767590,1124.10,2026-01-01T03:22:02+00:00,Lucknow,upi,416,906.62,0,,fuel
txn_131cba92bc,cust_7bd8c2cc5a,merch_acb8176511,dev_06a1b83f9a,ip_c9369d0ef1,pmt_de8c5b2309,3707.95,2026-01-01T03:31:18+00:00,Mumbai,wallet,847,4615.64,0,,travel
txn_285528eebd,cust_1ef61de977,merch_7019fa8b8c,dev_673ff4ac7e,ip_26823ddc9e,pmt_bf78ae8270,2713.31,2026-01-01T04:00:42+00:00,Lucknow,netbanking,25,1402.74,0,,pharmacy
txn_bf48ccd137,cust_0552931a90,merch_acb8176511,dev_8208c2096c,ip_48e3c0355d,pmt_2ecd9447c5,168.20,2026-01-01T04:11:26+00:00,Pune,netbanking,153,382.67,0,,travel
txn_3d0c887597,cust_a4a52a9901,merch_74fde6fdcd,dev_3cbb88f0d5,ip_ceaaabbc35,pmt_1b7da13a71,290.92,2026-01-01T04:27:10+00:00,Bengaluru,netbanking,196,349.12,0,,pharmacy
txn_1d931b3789,cust_2c5219d01c,merch_affbcbf6fb,dev_16e0cf953b,ip_0f0bae5485,pmt_bdb5aecc00,183.16,2026-01-01T04:31:39+00:00,Kolkata,wallet,143,129.86,0,,travel
txn_6ee7b2392f,cust_08bb048281,merch_84cc6f6607,dev_f76e6aba44,ip_d73d2a8061,pmt_3c8743257e,1028.42,2026-01-01T04:34:41+00:00,Delhi,netbanking,657,569.32,0,,fuel
txn_319a2e74d3,cust_3485b2b426,merch_d5b415c871,dev_5d6d7ead85,ip_040713d60a,pmt_357aa767bc,1073.58,2026-01-01T04:53:01+00:00,Chennai,upi,671,645.56,0,,pharmacy
txn_311e36ffd9,cust_f2f046a57c,merch_4fce905382,dev_84b97da734,ip_d8f28c8923,pmt_d2de1cd560,1108.01,2026-01-01T04:56:17+00:00,Kochi,card,164,697.35,0,,utilities
txn_5f06c37060,cust_d723a18622,merch_f944312123,dev_2d686a8f18,ip_991e328e6b,pmt_afb0764500,1301.44,2026-01-01T04:56:49+00:00,Mumbai,wallet,867,1201.19,0,,fuel
txn_cf408fb2f5,cust_9ee55b9409,merch_2a53c49e2e,dev_67b3c51a6d,ip_e6f80a5bde,pmt_c9a4393015,1084.28,2026-01-01T05:27:18+00:00,Lucknow,netbanking,560,568.67,0,,entertainment
txn_33d710ceb4,cust_6bfc7661db,merch_0018ded378,dev_47ab1c532c,ip_541c65a3d7,pmt_c28a3d0f77,1274.89,2026-01-01T06:01:06+00:00,Kolkata,upi,32,1525.84,0,,pharmacy
txn_cc0347c632,cust_803fe026d1,merch_d5b415c871,dev_7ca2df9333,ip_023febcb7c,pmt_5dbc42c0fa,538.38,2026-01-01T06:02:59+00:00,Bengaluru,card,351,637.74,0,,pharmacy
txn_323d4ad5af,cust_5f7f6fd366,merch_879f14a7e3,dev_611e92e6d5,ip_b6b1a3c3cb,pmt_50159df940,787.66,2026-01-01T06:05:13+00:00,Ahmedabad,wallet,290,807.13,0,,grocery
txn_cde8a2af7b,cust_856381c787,merch_023d4ac6fc,dev_f81a57e0fa,ip_ed088e5864,pmt_5c2dc4da00,1408.91,2026-01-01T06:09:52+00:00,Kolkata,card,147,1441.08,0,,pharmacy
txn_542e8d37a5,cust_84494ffde7,merch_3195323114,dev_ff14a5228f,ip_558ae7b04b,pmt_832c13ee97,1289.14,2026-01-01T06:29:32+00:00,Kochi,netbanking,85,1064.73,0,,grocery
txn_8a020aebdb,cust_892c2db987,merch_993b9e2f43,dev_77015c7cbb,ip_d7494d59fc,pmt_dd358e7f05,218.74,2026-01-01T06:35:55+00:00,Jaipur,upi,407,164.31,0,,utilities
txn_bb90352310,cust_0cafee3482,merch_d5b415c871,dev_7a733d5137,ip_06e48b902a,pmt_38ee92eb40,1661.69,2026-01-01T06:37:18+00:00,Lucknow,netbanking,419,1450.35,0,,pharmacy
txn_f68c232c3d,cust_78a35ab77a,merch_dc3f7ac002,dev_73c76628b7,ip_5e7313e434,pmt_93e2f4b75b,818.20,2026-01-01T06:48:00+00:00,Bengaluru,netbanking,135,753.08,0,,entertainment
txn_c5435b26f0,cust_e8f251fee6,merch_630f80b667,dev_96a9ddc7cf,ip_629899c6a9,pmt_8cfa277b6e,656.99,2026-01-01T06:53:35+00:00,Chennai,wallet,389,796.92,0,,electronics
txn_2ae8ff3b42,cust_f86566f80f,merch_20e44d8ca7,dev_82eae98601,ip_5e1713bc1a,pmt_302592bf55,1172.85,2026-01-01T07:47:58+00:00,Chandigarh,upi,344,851.42,0,,utilities
txn_50193aa17a,cust_193241bd4b,merch_29b7c55611,dev_69f67db85c,ip_365b428d3c,pmt_352890e4b9,399.40,2026-01-01T08:07:35+00:00,Lucknow,netbanking,1113,290.43,0,,fuel
txn_6b20713dd5,cust_2f65c6b196,merch_29b7c55611,dev_28304a3403,ip_b535948f41,pmt_3bdde6473b,88.84,2026-01-01T08:11:08+00:00,Mumbai,netbanking,2130,236.50,0,,fuel
txn_82c8022fbf,cust_119e222158,merch_12bc92e5d0,dev_1d0c25bc98,ip_b7505c5fc6,pmt_d49dd537a2,567.24,2026-01-01T08:22:42+00:00,Hyderabad,wallet,111,774.40,0,,fashion
txn_88a1c064ea,cust_a59a4b7335,merch_29816d48b6,dev_e43a5d14bb,ip_a767da7d83,pmt_ba9ac8dea3,267.96,2026-01-01T08:24:08+00:00,Lucknow,card,566,246.56,0,,utilities
txn_28b222fa82,cust_00c980c5ed,merch_84cc6f6607,dev_30d3ed305d,ip_35f6adbf09,pmt_a8eab261dc,2686.68,2026-01-01T08:29:10+00:00,Kochi,card,474,1656.56,0,,fuel
txn_6bcfb74aca,cust_682a5497d5,merch_b074f09044,dev_aefc1e7a10,ip_73f7e522eb,pmt_6e262ab398,566.88,2026-01-01T08:38:47+00:00,Pune,wallet,2490,727.81,0,,fashion
txn_bdabc1f2fa,cust_318591b759,merch_3b8ab97346,dev_d1be0a6577,ip_bd0cbaa9e5,pmt_9fc51013dc,272.58,2026-01-01T09:12:41+00:00,Jaipur,wallet,1019,263.59,0,,entertainment
txn_21a14a8194,cust_dadd161ec4,merch_21e6ea0d08,dev_c5215b5f11,ip_52d1d236e9,pmt_7da646c08c,1387.30,2026-01-01T09:56:38+00:00,Hyderabad,upi,147,770.63,0,,electronics
txn_7eeacbbebe,cust_17ef7a9f99,merch_73b110adea,dev_346d3cb8f4,ip_1fd545299d,pmt_0020ba79df,199.59,2026-01-01T10:04:47+00:00,Jaipur,upi,605,338.81,0,,grocery
txn_1b7d3fb461,cust_8401a249e0,merch_dec5f39188,dev_974aaafbb1,ip_43ed2c1dcd,pmt_09c81414f8,4064.72,2026-01-01T10:06:36+00:00,Bengaluru,netbanking,49,2623.70,0,,utilities
txn_3e257ac573,cust_4351668bd2,merch_1a4e87dbaf,dev_c52e24a7a2,ip_1fa3dde570,pmt_a2557d91c3,210.14,2026-01-01T10:10:34+00:00,Mumbai,card,850,214.46,0,,jewelry
txn_4829d4e75c,cust_f1985c9b45,merch_b074f09044,dev_d1cec1bea7,ip_ee8060ab7d,pmt_691a85c0b9,188.02,2026-01-01T10:25:04+00:00,Mumbai,upi,35,329.75,0,,fashion
txn_4caf7b77b2,cust_3687dd1b8c,merch_50552bde41,dev_6d62943ab8,ip_1cfe125fb9,pmt_32fa49ab4d,1633.56,2026-01-01T10:27:47+00:00,Ahmedabad,netbanking,347,969.40,0,,food_delivery
txn_db0ca2ccf7,cust_e7a1393d50,merch_c22268fdce,dev_a27621214a,ip_eb87f9d0a9,pmt_cf9bd04e8b,772.98,2026-01-01T10:28:17+00:00,Lucknow,netbanking,632,636.11,0,,utilities
txn_e207e0ae9e,cust_7567e0600e,merch_9e610a3b92,dev_316e2d61ca,ip_bbbe7b8ed8,pmt_ff8cde0816,1067.18,2026-01-01T10:28:29+00:00,Kolkata,wallet,1061,1504.78,0,,fuel
txn_37f5067f51,cust_9a71d29933,merch_5843fe5054,dev_723c6ca9ff,ip_7ab6954130,pmt_eeafc99701,634.36,2026-01-01T10:29:34+00:00,Lucknow,netbanking,460,563.60,0,,grocery
txn_97680cbcd6,cust_a03f0b8425,merch_b548ea499c,dev_06557e263a,ip_4f7d69f428,pmt_101654cc42,981.58,2026-01-01T10:32:37+00:00,Chandigarh,wallet,372,1346.49,0,,jewelry
txn_231d5bc778,cust_0906b91f33,merch_400d8b41e8,dev_57c1553f63,ip_3d941bc65c,pmt_d3665841c7,509.54,2026-01-01T10:53:09+00:00,Jaipur,netbanking,705,934.15,0,,jewelry
txn_a1c7f94a2b,cust_ccd9d3b853,merch_08cb85e737,dev_cd5e0804e5,ip_fa39a7f6ae,pmt_3ac327d7bf,203.34,2026-01-01T10:54:08+00:00,Jaipur,card,1305,180.68,0,,electronics
txn_bf4327fe3d,cust_433c7ee4b3,merch_21e6ea0d08,dev_2f3889c63c,ip_998ee242fb,pmt_80a8aaaa9e,308.21,2026-01-01T11:12:46+00:00,Lucknow,wallet,49,335.91,0,,electronics
txn_2770ce9f63,cust_0906b91f33,merch_3195323114,dev_8f9acc5351,ip_3d941bc65c,pmt_d3665841c7,714.41,2026-01-01T11:14:28+00:00,Jaipur,netbanking,705,934.15,0,,grocery
txn_1bba7c1959,cust_54bcd07818,merch_9b8a3e2865,dev_9a5873c1b1,ip_786a6d59c2,pmt_1fd200aacb,2841.97,2026-01-01T11:14:57+00:00,Mumbai,upi,163,1309.35,0,,entertainment
txn_579aefdeb3,cust_9d2a2ebc98,merch_3c23fe8cfe,dev_27181abd3b,ip_26c9a12968,pmt_918d3b9020,4461.96,2026-01-01T11:17:06+00:00,Jaipur,upi,381,2475.00,0,,fashion
txn_18457808a2,cust_7b33071986,merch_93c07c678c,dev_f1c5764959,ip_9e8d6809db,pmt_22777f5370,1649.50,2026-01-01T11:31:57+00:00,Chennai,card,11,1960.81,0,,grocery
txn_4b1d7740e8,cust_e0e7372d56,merch_38716f0aba,dev_9b2ae924ce,ip_c7a352b340,pmt_6b1a916cd6,2779.96,2026-01-01T11:39:11+00:00,Delhi,netbanking,29,2230.74,0,,food_delivery
txn_533d1de643,cust_5302cd928f,merch_b87aa58f30,dev_a62a133d2c,ip_e9c0cfd14b,pmt_ca5ed2c839,572.86,2026-01-01T11:53:42+00:00,Kolkata,card,285,505.15,0,,jewelry
txn_b6e96d188b,cust_7d267ca254,merch_3c23fe8cfe,dev_d3246909f0,ip_faa3d19fc0,pmt_30ca302da6,839.12,2026-01-01T12:07:30+00:00,Kolkata,upi,294,1666.39,0,,fashion
txn_ff3677c5fc,cust_0187d25c93,merch_d5b415c871,dev_9f14d022bf,ip_2e490e2f59,pmt_031eb8f9d5,238.46,2026-01-01T12:08:03+00:00,Chandigarh,card,359,217.32,0,,pharmacy
txn_9027cb05a8,cust_caf22e0d93,merch_3c23fe8cfe,dev_e3ab06cb68,ip_1ac5edd242,pmt_89e8013739,866.45,2026-01-01T12:19:05+00:00,Chennai,netbanking,71,1354.06,0,,fashion
txn_93beec5f4d,cust_e110ac8922,merch_dec5f39188,dev_10cb55dc36,ip_900a86bcb3,pmt_1d8dd25b36,2259.11,2026-01-01T12:21:01+00:00,Ahmedabad,upi,3808,520.05,1,,utilities
txn_11a739f0d5,cust_ee7aaa7026,merch_c2fb29e3be,dev_cb94f88701,ip_80b89a8751,pmt_632254f4dc,696.39,2026-01-01T12:33:26+00:00,Ahmedabad,netbanking,525,428.14,0,,jewelry
txn_8509a78add,cust_7b68029403,merch_b2b5b5932b,dev_bf5f046346,ip_242e403ecf,pmt_4c634dcd35,429.90,2026-01-01T12:41:58+00:00,Kochi,wallet,234,289.10,0,,travel
txn_1cc45aeeb7,cust_70e80b3146,merch_6836db54d7,dev_f1a3fbb932,ip_de89653501,pmt_97ac4e90fb,2781.73,2026-01-01T12:45:38+00:00,Delhi,card,754,2009.08,0,,fuel
txn_4e91bc5c9c,cust_7a63a19b84,merch_6b13b81417,dev_810ca676c9,ip_a83991f75c,pmt_365190b4ca,1307.89,2026-01-01T12:45:49+00:00,Ahmedabad,card,186,1329.70,0,,jewelry
txn_d3977dd373,cust_bcd55ec916,merch_dd847da09d,dev_1bee7906ec,ip_741112b84b,pmt_ce98113851,872.29,2026-01-01T12:54:29+00:00,Lucknow,upi,237,1256.91,0,,food_delivery
txn_48e5bc060e,cust_5fb6220ea5,merch_0d677f499e,dev_61d0800b66,ip_f39d0130fe,pmt_7e9c48e294,456.98,2026-01-01T13:05:19+00:00,Ahmedabad,card,284,360.11,0,,fashion
txn_480ade0b68,cust_91429b7ba4,merch_4fce905382,dev_7d721819bc,ip_05ffe00f7f,pmt_02479e2c08,1036.33,2026-01-01T13:36:13+00:00,Jaipur,wallet,204,1034.70,0,,utilities
txn_9439be1e76,cust_501061a06b,merch_af480e66c1,dev_00840aedbe,ip_04fcc66c1c,pmt_1231543ee5,1279.87,2026-01-01T13:47:05+00:00,Chandigarh,wallet,7,1110.17,0,,fashion
txn_13512998af,cust_667634a40b,merch_966aed08f2,dev_d5d16410c2,ip_a543bc04f2,pmt_63ccdd8947,757.68,2026-01-01T13:48:50+00:00,Bengaluru,netbanking,50,754.08,0,,grocery
txn_66072b9ba7,cust_65edd6d148,merch_74918e5372,dev_6edc425447,ip_66683685dd,pmt_94bb24313c,492.48,2026-01-01T13:50:11+00:00,Chandigarh,wallet,294,410.25,0,,fashion
txn_2924f3f56a,cust_035e45cbf0,merch_73b110adea,dev_3e088c9ce4,ip_d4e53b3a3d,pmt_c35abf6810,1562.59,2026-01-01T13:54:39+00:00,Chandigarh,netbanking,138,1530.61,0,,grocery
txn_6e49c0fcf6,cust_81f454ec4d,merch_1a4e87dbaf,dev_a09ff4f778,ip_4cb56d9fc8,pmt_5ce793db01,869.61,2026-01-01T13:56:35+00:00,Chandigarh,card,507,708.19,0,,jewelry
txn_e5f9fddcf1,cust_fae47a46d6,merch_dc3f7ac002,dev_29807fefc4,ip_5ca897f003,pmt_5392966a88,840.07,2026-01-01T14:01:15+00:00,Pune,card,628,742.99,0,,entertainment
txn_d54eb1df24,cust_30173e55ee,merch_29816d48b6,dev_8db347b413,ip_dd8f65ed82,pmt_a68fe25a26,673.25,2026-01-01T14:08:35+00:00,Bengaluru,upi,7,480.75,0,,utilities
txn_1cb6a2d762,cust_276a6392c3,merch_09a38eb2da,dev_86667fff70,ip_e226f5e181,pmt_45065ad879,244.27,2026-01-01T14:14:16+00:00,Kolkata,card,90,242.35,0,,travel
txn_3028884b7a,cust_1ad317b8fc,merch_f82df4effe,dev_79e4be43ce,ip_0dfec5d783,pmt_dbf0421259,641.77,2026-01-01T14:19:23+00:00,Ahmedabad,upi,462,596.96,0,,entertainment
txn_f2d6e9d3dd,cust_59dba6135b,merch_f810bf5b6d,dev_0598fe9735,ip_a3aee11346,pmt_a3724c25bd,305.75,2026-01-01T14:20:32+00:00,Jaipur,wallet,21,255.30,0,,food_delivery
